held_out_case,d_state,n_layers,expand,selective,discretization,horizon_k,target,config_name,model_hash
2,8,2,1,False,euler,5,residual,3fe21e376734.yaml,3091b49d0d67
3,8,2,1,False,euler,5,residual,3fe21e376734.yaml,139971938696
4,8,2,1,False,euler,5,residual,3fe21e376734.yaml,329a263cc373
1,8,2,1,False,euler,5,absolute,c06d7e12f87a.yaml,b07990232504
2,8,2,1,False,euler,5,absolute,c06d7e12f87a.yaml,d0b9122a7d38
3,8,2,1,False,euler,5,absolute,c06d7e12f87a.yaml,be3a1d22a038
4,8,2,1,False,euler,5,absolute,c06d7e12f87a.yaml,1a3ccb6d9d2f
1,8,1,2,True,zoh,2,residual,bcf3e2800b54.yaml,17c75659257f
2,8,1,2,True,zoh,2,residual,bcf3e2800b54.yaml,806e8b9eba9d
3,8,1,2,True,zoh,2,residual,bcf3e2800b54.yaml,3a331ab8afc8
4,8,1,2,True,zoh,2,residual,bcf3e2800b54.yaml,c5519b871d61
1,8,1,2,True,zoh,2,absolute,d244c1687a5e.yaml,0401cc016cee
2,8,1,2,True,zoh,2,absolute,d244c1687a5e.yaml,9cf308196f82
3,8,1,2,True,zoh,2,absolute,d244c1687a5e.yaml,8216c5fa6134
4,8,1,2,True,zoh,2,absolute,d244c1687a5e.yaml,697ce0c636e3
1,8,1,2,True,zoh,5,residual,1540b1e7eec2.yaml,575b3d3512f4
2,8,1,2,True,zoh,5,residual,1540b1e7eec2.yaml,fbc6761689d5
3,8,1,2,True,zoh,5,residual,1540b1e7eec2.yaml,ac62b07bd81d
4,8,1,2,True,zoh,5,residual,1540b1e7eec2.yaml,d4d08c3294f1
1,8,1,2,True,zoh,5,absolute,8c809aae069f.yaml,5a8b3ed8a944
2,8,1,2,True,zoh,5,absolute,8c809aae069f.yaml,ea27930aaaf3
3,8,1,2,True,zoh,5,absolute,8c809aae069f.yaml,686175e29801
4,8,1,2,True,zoh,5,absolute,8c809aae069f.yaml,7bfef07f041b
1,8,1,2,True,euler,2,residual,49cc1bf5d8c4.yaml,7660b0f094a1
2,8,1,2,True,euler,2,residual,49cc1bf5d8c4.yaml,6bf9159c67be
3,8,1,2,True,euler,2,residual,49cc1bf5d8c4.yaml,32c0ad107051
4,8,1,2,True,euler,2,residual,49cc1bf5d8c4.yaml,3608dd970dd6
1,8,1,2,True,euler,2,absolute,455734071183.yaml,bb48123851a4
2,8,1,2,True,euler,2,absolute,455734071183.yaml,73ecb6479ba7
3,8,1,2,True,euler,2,absolute,455734071183.yaml,ce679d79a989
4,8,1,2,True,euler,2,absolute,455734071183.yaml,64ec9b7d0dc2
1,8,1,2,True,euler,5,residual,74aecaade8bd.yaml,e9b8c1ba2403
2,8,1,2,True,euler,5,residual,74aecaade8bd.yaml,98fabdc0bf59
3,8,1,2,True,euler,5,residual,74aecaade8bd.yaml,fce8b2b7adb7
4,8,1,2,True,euler,5,residual,74aecaade8bd.yaml,c648da60e0e4
1,8,1,2,True,euler,5,absolute,5d822429c0e3.yaml,623e4479ab99
2,8,1,2,True,euler,5,absolute,5d822429c0e3.yaml,d18c963e10fd
3,8,1,2,True,euler,5,absolute,5d822429c0e3.yaml,7b9863229594
4,8,1,2,True,euler,5,absolute,5d822429c0e3.yaml,f03601b14f1c
1,8,1,2,False,zoh,2,residual,1e3c7295dbd7.yaml,ab254bc63c41
2,8,1,2,False,zoh,2,residual,1e3c7295dbd7.yaml,22bd34792a0a
3,8,1,2,False,zoh,2,residual,1e3c7295dbd7.yaml,d55f42a6dad3
4,8,1,2,False,zoh,2,residual,1e3c7295dbd7.yaml,ee229fdf033d
1,8,1,2,False,zoh,2,absolute,3e782fa52f5a.yaml,5e62ccb26232
2,8,1,2,False,zoh,2,absolute,3e782fa52f5a.yaml,1d6fe787bd8e
3,8,1,2,False,zoh,2,absolute,3e782fa52f5a.yaml,0d08a3fbecf4
4,8,1,2,False,zoh,2,absolute,3e782fa52f5a.yaml,bdcf5b18a1b7
1,8,1,2,False,zoh,5,residual,236faf2e30dd.yaml,511662be16de
2,8,1,2,False,zoh,5,residual,236faf2e30dd.yaml,89c854359d5c
3,8,1,2,False,zoh,5,residual,236faf2e30dd.yaml,ebec6b3888f5
4,8,1,2,False,zoh,5,residual,236faf2e30dd.yaml,89df2215b9c5
1,8,1,2,False,zoh,5,absolute,42152729b4f1.yaml,68e1cd17a3ba
2,8,1,2,False,zoh,5,absolute,42152729b4f1.yaml,8d3610efe6eb
3,8,1,2,False,zoh,5,absolute,42152729b4f1.yaml,e2948bb781b8
4,8,1,2,False,zoh,5,absolute,42152729b4f1.yaml,2242668d29e0
1,8,1,2,False,euler,2,residual,1631f682bea0.yaml,2429d5856f8e
2,8,1,2,False,euler,2,residual,1631f682bea0.yaml,3f88bdde9905
3,8,1,2,False,euler,2,residual,1631f682bea0.yaml,c26151157d98
4,8,1,2,False,euler,2,residual,1631f682bea0.yaml,ccc2de48e356
1,8,1,2,False,euler,2,absolute,6942f5acfa68.yaml,508f60a52d72
2,8,1,2,False,euler,2,absolute,6942f5acfa68.yaml,8fef9af7fd76
3,8,1,2,False,euler,2,absolute,6942f5acfa68.yaml,38567670d07c
4,8,1,2,False,euler,2,absolute,6942f5acfa68.yaml,782e5384b281
1,8,1,2,False,euler,5,residual,22aabcd7911f.yaml,d4a532f7079e
2,8,1,2,False,euler,5,residual,22aabcd7911f.yaml,58d13f650cb1
3,8,1,2,False,euler,5,residual,22aabcd7911f.yaml,98976b8d1843
4,8,1,2,False,euler,5,residual,22aabcd7911f.yaml,04919917cffb
1,8,1,2,False,euler,5,absolute,7069212fb991.yaml,fb1567ccf5b7
2,8,1,2,False,euler,5,absolute,7069212fb991.yaml,d8329f8036ba
3,8,1,2,False,euler,5,absolute,7069212fb991.yaml,d1f89b2eed8b
4,8,1,2,False,euler,5,absolute,7069212fb991.yaml,434b0f3a9d27
1,8,1,1,True,zoh,2,residual,51374aa4c5f8.yaml,05f0f3d0db06
2,8,1,1,True,zoh,2,residual,51374aa4c5f8.yaml,0660777ac8e3
3,8,1,1,True,zoh,2,residual,51374aa4c5f8.yaml,7aed2933f78c
4,8,1,1,True,zoh,2,residual,51374aa4c5f8.yaml,2c08cf7d2766
1,8,1,1,True,zoh,2,absolute,3b875cca2151.yaml,00fef8a86352
2,8,1,1,True,zoh,2,absolute,3b875cca2151.yaml,58d7b6b52972
3,8,1,1,True,zoh,2,absolute,3b875cca2151.yaml,d7de415c8cf5
4,8,1,1,True,zoh,2,absolute,3b875cca2151.yaml,4491290f82a3
1,8,1,1,True,zoh,5,residual,9ec502846e89.yaml,aa2abcc00f50
2,8,1,1,True,zoh,5,residual,9ec502846e89.yaml,23ae159ac01d
3,8,1,1,True,zoh,5,residual,9ec502846e89.yaml,1f7c8c4615ac
4,8,1,1,True,zoh,5,residual,9ec502846e89.yaml,adaee6613908
1,8,1,1,True,zoh,5,absolute,80a19ff243c3.yaml,901be3962a77
2,8,1,1,True,zoh,5,absolute,80a19ff243c3.yaml,7795e262e83d
3,8,1,1,True,zoh,5,absolute,80a19ff243c3.yaml,874d8ebc7823
4,8,1,1,True,zoh,5,absolute,80a19ff243c3.yaml,3e9d577f72a5
1,8,1,1,True,euler,2,residual,c8b06986e2fc.yaml,2173b8bdf0f9
2,8,1,1,True,euler,2,residual,c8b06986e2fc.yaml,cc177b0486c6
3,8,1,1,True,euler,2,residual,c8b06986e2fc.yaml,a5fc61af93de
4,8,1,1,True,euler,2,residual,c8b06986e2fc.yaml,b0d8ba5cd275
1,8,1,1,True,euler,2,absolute,c337c4fa77cd.yaml,a5eaabeaddf4
2,8,1,1,True,euler,2,absolute,c337c4fa77cd.yaml,208448fe9321
3,8,1,1,True,euler,2,absolute,c337c4fa77cd.yaml,e5f17add7f7b
4,8,1,1,True,euler,2,absolute,c337c4fa77cd.yaml,f9ee1078cddf
1,8,1,1,True,euler,5,residual,2fcf60e065e5.yaml,ed427d63e533
2,8,1,1,True,euler,5,residual,2fcf60e065e5.yaml,4fbea62c8a01
3,8,1,1,True,euler,5,residual,2fcf60e065e5.yaml,f30ede5ac958
4,8,1,1,True,euler,5,residual,2fcf60e065e5.yaml,c90c4f8e825a
1,8,1,1,True,euler,5,absolute,59dafec03cf3.yaml,d8e039aff40a
2,8,1,1,True,euler,5,absolute,59dafec03cf3.yaml,cedaac3e71d8
3,8,1,1,True,euler,5,absolute,59dafec03cf3.yaml,667ed54cfdb1
4,8,1,1,True,euler,5,absolute,59dafec03cf3.yaml,52446069c86b
1,8,1,1,False,zoh,2,residual,b8d158135893.yaml,fcfc484ffa45
2,8,1,1,False,zoh,2,residual,b8d158135893.yaml,04948f0c30cb
3,8,1,1,False,zoh,2,residual,b8d158135893.yaml,bc3115d4d5b7
4,8,1,1,False,zoh,2,residual,b8d158135893.yaml,0a4cb7c7ebe8
1,8,1,1,False,zoh,2,absolute,c642dc8ed85f.yaml,2d11b84eddb6
2,8,1,1,False,zoh,2,absolute,c642dc8ed85f.yaml,dae937596368
3,8,1,1,False,zoh,2,absolute,c642dc8ed85f.yaml,984249170a15
4,8,1,1,False,zoh,2,absolute,c642dc8ed85f.yaml,bb354d31c513
1,8,1,1,False,zoh,5,residual,10413baba7a5.yaml,3f382bff172e
2,8,1,1,False,zoh,5,residual,10413baba7a5.yaml,353eaf153045
3,8,1,1,False,zoh,5,residual,10413baba7a5.yaml,57c73f050bcc
4,8,1,1,False,zoh,5,residual,10413baba7a5.yaml,1622f9e75926
1,8,1,1,False,zoh,5,absolute,e26b532805b0.yaml,59173ca09894
2,8,1,1,False,zoh,5,absolute,e26b532805b0.yaml,d4eabc9a64b8
3,8,1,1,False,zoh,5,absolute,e26b532805b0.yaml,e50559769fcf
4,8,1,1,False,zoh,5,absolute,e26b532805b0.yaml,ef07eb0c129c
1,8,1,1,False,euler,2,residual,6ea798f3a406.yaml,b4ec1d58679c
2,8,1,1,False,euler,2,residual,6ea798f3a406.yaml,4662a59d0ff1
3,8,1,1,False,euler,2,residual,6ea798f3a406.yaml,7cc347422237
4,8,1,1,False,euler,2,residual,6ea798f3a406.yaml,4ec4e051bc92
1,8,1,1,False,euler,2,absolute,0a50fb390b34.yaml,1a6444674b80
2,8,1,1,False,euler,2,absolute,0a50fb390b34.yaml,89f83e35aa60
3,8,1,1,False,euler,2,absolute,0a50fb390b34.yaml,9442243332bf
4,8,1,1,False,euler,2,absolute,0a50fb390b34.yaml,32ccd9a43222
1,8,1,1,False,euler,5,residual,58825bb35556.yaml,99f419cd7969
2,8,1,1,False,euler,5,residual,58825bb35556.yaml,b846a0ba02dd
3,8,1,1,False,euler,5,residual,58825bb35556.yaml,ce9b4320cf46
4,8,1,1,False,euler,5,residual,58825bb35556.yaml,f27924f2d9a2
1,8,1,1,False,euler,5,absolute,ca56b9347920.yaml,b04a072d8858
2,8,1,1,False,euler,5,absolute,ca56b9347920.yaml,fd2fc39a40b5
3,8,1,1,False,euler,5,absolute,ca56b9347920.yaml,2e0a0531a9ca
4,8,1,1,False,euler,5,absolute,ca56b9347920.yaml,70527f4962ca
